productcode,productname,productdescription,productweight,photourl,hideproduct
193940BLK-S5B,Strouse 5-piece Dining Set Cream and Black,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs</li><li>Black finish adds bold contrast and grounded depth across the full set</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream upholstery brings a calm tailored look to the sculptural dining set</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5B-1.jpg,N
193940WAL-S5B,Strouse 5-piece Dining Set Cream and Walnut,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Walnut veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs</li><li>Walnut finish adds rich wood depth and warmth across the full set</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream upholstery brings a calm tailored look to the sculptural dining set</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5B-1.jpg,N
193940NAT-S5D,Strouse 5-piece Dining Set Cream and Natural Oak,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with cream velvet chairs</li><li>Natural oak finish adds light wood warmth to the sculptural dining profile</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream velvet seating softens the set with cushioned comfort and clean contrast</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940NAT-S5D-1.jpg,N
193940BLK-S5D,Strouse 5-piece Dining Set Cream and Black,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with cream velvet chairs</li><li>Black finish adds crisp contrast and grounded depth across the full set</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream velvet seating softens the set with cushioned comfort and clean contrast</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5D-1.jpg,N
193940WAL-S5D,Strouse 5-piece Dining Set Cream and Walnut,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream velvet seating softens the set with cushioned comfort and clean contrast</li><li>Five-piece dining set pairs a round pedestal-style table with cream velvet chairs</li><li>Walnut finish adds rich wood warmth and depth across the full set</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5D-1.jpg,N
193940NAT-S5A,Strouse 5-piece Dining Set Wheat and Natural Oak,"<p>Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs</li><li>Natural oak finish brings light wood character to the table and chair frames</li><li>Curved spindle backs add airy detail and a relaxed mid-century dining presence</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Wheat fabric seats soften the look while adding cushioned comfort at the table</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940NAT-S5A-1.jpg,N
193940BLK-S5A,Strouse 5-piece Dining Set Wheat and Black,"<p>Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs</li><li>Black finish gives the table and chair frames a crisp and grounded presence</li><li>Curved spindle backs add airy detail and a relaxed mid-century dining presence</li><li>Wheat fabric seats soften the look while adding cushioned comfort at the table</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5A-1.jpg,N
193940WAL-S5A,Strouse 5-piece Dining Set Wheat and Walnut,"<p>Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs</li><li>Walnut finish adds rich wood character to the table and chair frames</li><li>Curved spindle backs add airy detail and a relaxed mid-century dining presence</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Wheat fabric seats soften the look while adding cushioned comfort at the table</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5A-1.jpg,N
193930NAT-S5C,Hamlyn 5-piece Round Wood Dining Set Black and Natural Oak,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Brings a composed look to daily meals and casual entertaining at home</li><li>Natural oak dining set pairs a round table with tailored black chairs</li><li>Black leatherette upholstery adds crisp contrast and a polished dining presence</li><li>Natural oak finish and stretcher bases keep the profile warm and steady</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930NAT-S5C-1.jpg,N
193930BLK-S5C,Hamlyn 5-piece Round Wood Dining Set Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with tailored black chairs</li><li>Black leatherette upholstery adds depth and a polished dining presence</li><li>Black finish and stretcher bases keep the profile crisp grounded and unified</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Brings a composed look to daily meals and casual entertaining at home</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5C-1.jpg,N
193930WAL-S5C,Hamlyn 5-piece Round Wood Dining Set Black and Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Walnut dining set pairs a round table with tailored black chairs</li><li>Black leatherette upholstery adds depth and a polished dining presence</li><li>Walnut finish and stretcher bases keep the profile warm grounded and steady</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Brings a composed look to daily meals and casual entertaining at home</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5C-1.jpg,N
193930BLK-S5G,Hamlyn 5-piece Round Wood Dining Set Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with classic Windsor side chairs</li><li>High spindle backs and contoured seats give the chairs timeless casual charm</li><li>Black finish keeps the table and chair frames crisp grounded and cohesive</li><li>Angled legs and double stretchers create a balanced supportive stance</li><li>Durable wood construction handles everyday meals with reliable stability</li><li>Fits breakfast nooks kitchens and relaxed dining rooms with easy warmth</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5G-1.jpg,N
193930BLK-S5F,Hamlyn 5-piece Round Wood Dining Set Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with open Windsor side chairs</li><li>Curved crest rails and slender spindles give the chairs airy definition</li><li>Black finish keeps the table and chair frames crisp grounded and cohesive</li><li>Shaped wooden seats and stretchers maintain light structure with steady support</li><li>Durable wood construction handles everyday meals with reliable stability</li><li>A clean armless design suits kitchens breakfast nooks and casual dining rooms</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5F-1.jpg,N
193930WAL-S5F,Hamlyn 5-piece Round Wood Dining Set Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Walnut dining set pairs a round table with open Windsor side chairs</li><li>Curved crest rails and slender spindles give the chairs airy definition</li><li>Walnut finish keeps the table and chair frames warm grounded and inviting</li><li>Shaped wooden seats and stretchers maintain light structure with steady support</li><li>Durable wood construction handles everyday meals with reliable stability</li><li>A clean armless design suits kitchens breakfast nooks and casual dining rooms</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5F-1.jpg,N
193930NAT-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Natural Oak,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Works well for family meals homework hours and relaxed weekend brunches</li><li>Natural oak dining set pairs a round table with cushioned armless chairs</li><li>Cream fabric upholstery softens the look with supportive seats and backs</li><li>Natural oak finish and stretcher bases keep the profile warm and steady</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li><li>Durable wood construction and foam padding support everyday dining comfort</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930NAT-S5B-1.jpg,N
193930BLK-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with cushioned armless chairs</li><li>Cream fabric upholstery softens the look with supportive seats and backs</li><li>Black finish and stretcher bases keep the profile crisp grounded and steady</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Works well for family meals homework hours and relaxed weekend brunches</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5B-1.jpg,N
193930WAL-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Walnut dining set pairs a round table with cushioned armless chairs</li><li>Cream fabric upholstery softens the look with supportive seats and backs</li><li>Walnut finish and stretcher bases keep the profile warm grounded and steady</li><li>Armless chair silhouettes tuck in neatly to keep the dining space open</li><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Works well for family meals homework hours and relaxed weekend brunches</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5B-1.jpg,N
193930NAT-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Natural Oak,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Natural oak dining set pairs a round table with biscuit-tufted chairs</li><li>Grey velvet upholstery adds soft texture and polished modern comfort</li><li>Natural oak finish keeps the table and tapered chair frames warm and inviting</li><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930NAT-S5E-1.jpg,N
193930BLK-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with biscuit-tufted velvet chairs</li><li>Grey velvet upholstery adds soft texture and polished modern comfort</li><li>Black finish creates crisp contrast across the table and tapered chair frames</li><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5E-1.jpg,N
193930WAL-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Walnut dining set pairs a round table with biscuit-tufted velvet chairs</li><li>Grey velvet upholstery adds soft texture and polished modern comfort</li><li>Walnut finish keeps the table and tapered chair frames warm and inviting</li><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5E-1.jpg,N
193930NAT-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Natural Oak,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li><li>Natural oak dining set pairs a round table with biscuit-tufted chairs</li><li>Cream velvet upholstery adds soft texture and polished modern comfort</li><li>Natural oak finish keeps the table and tapered chair frames warm and inviting</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930NAT-S5D-1.jpg,N
193930BLK-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Black dining set pairs a round table with biscuit-tufted velvet chairs</li><li>Cream velvet upholstery adds soft texture and polished modern comfort</li><li>Black finish creates crisp contrast across the table and tapered chair frames</li><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5D-1.jpg,N
193930WAL-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Creates an inviting setting for family meals and relaxed weekend gatherings</li><li>Walnut dining set pairs a round table with biscuit-tufted velvet chairs</li><li>Cream velvet upholstery adds soft texture and polished modern comfort</li><li>Walnut finish keeps the table and tapered chair frames warm and inviting</li><li>Rounded chair corners and clean lines create a refined structured profile</li><li>Durable wood construction and cushioned seats support everyday dining comfort</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5D-1.jpg,N
193930NAT-S5A,Hamlyn 5-piece Round Wood Dining Set Wheat and Natural Oak,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Durable wood construction and foam cushioning support everyday dining comfort</li><li>Balanced proportions suit breakfast nooks kitchens and relaxed family meals</li><li>Natural oak dining set pairs a round table with airy upholstered side chairs</li><li>Curved spindle backs and wheat seats bring light mid-century texture to the room</li><li>Natural oak finish keeps the table and chair frames warm clean and inviting</li><li>Armless chair profiles slide in neatly to preserve an open dining layout</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930NAT-S5A-1.jpg,N
193930BLK-S5A,Hamlyn 5-piece Round Wood Dining Set Wheat and Black,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Armless chair profiles slide in neatly to preserve an open dining layout</li><li>Durable wood construction and foam cushioning support everyday dining comfort</li><li>Balanced proportions suit breakfast nooks kitchens and relaxed family meals</li><li>Black dining set pairs a round table with airy upholstered side chairs</li><li>Curved spindle backs and wheat seats bring light mid-century texture to the room</li><li>Black finish keeps the table and chair frames crisp grounded and cohesive</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930BLK-S5A-1.jpg,N
193930WAL-S5A,Hamlyn 5-piece Round Wood Dining Set Wheat and Walnut,"<p>This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30.25""h</p><ul><li>Walnut dining set pairs a round table with airy upholstered side chairs</li><li>Curved spindle backs and wheat seats bring light mid-century texture to the room</li><li>Walnut finish keeps the table and chair frames warm grounded and inviting</li><li>Armless chair profiles slide in neatly to preserve an open dining layout</li><li>Durable wood construction and foam cushioning support everyday dining comfort</li><li>Balanced proportions suit breakfast nooks kitchens and relaxed family meals</li></ul>",89.67,/v/vspfiles/photos/coaster dining/193930WAL-S5A-1.jpg,N
121761-S5,Atwood 5-piece Rectangular Wood Dining Set Warm Brown,"<p>Rectangular dining set creates a warm and welcoming place for daily meals and gatherings. The plank-style tabletop pairs engineered wood and acacia veneer over rubberwood framing for durability, while four coordinating ladder-back chairs add supportive seating with cushioned fabric seats. Tapered legs and clean lines keep the arrangement balanced and versatile, making it well suited for kitchens, dining rooms, and open-plan living spaces.</p><p><b>Dimensions:</b> 60""w x 36""d x 31""h</p><ul><li>Rectangular plank-style tabletop offers space for meals and gatherings</li><li>Rubberwood construction adds strength and durability for everyday use</li><li>Tapered legs maintain a clean and balanced transitional profile</li><li>Upholstered chair seats with foam cushioning support comfortable dining</li><li>Warm brown 5-piece dining set includes table and four ladder-back chairs</li><li>Warm wood finish complements modern farmhouse and casual interiors</li></ul>",76.37,/v/vspfiles/photos/coaster dining/121761-S5-1.jpg,N
121291-S7T,Averill 7-piece White Marble Top Dining Set Tan and Coffee Bean,"<p>Seven-piece dining set creates a coordinated, tailored look with a white marble table top and fully upholstered seating. The rectangular table anchors the room with a clean apron and tapered legs, while the tall chair backs keep the arrangement structured and refined. Marble, rubberwood, and engineered wood pair with upholstered chairs for a balanced mix of polish and everyday function. It shapes an inviting setting for both casual meals and more formal gatherings.</p><p><b>Dimensions:</b> 72.25""w x 42.25""d x 30.25""h</p><ul><li>Coffee bean legs and table base add depth and strong contrast to the light top</li><li>Marble and wood construction balances polished surface appeal with daily function</li><li>Rectangular table design creates a clean anchor for everyday meals and gatherings</li><li>Seven-piece dining set pairs a white marble table with tan upholstered side chairs</li><li>Tall chair backs and padded seats bring a tailored look with comfortable support</li><li>Tan upholstery softens the overall look while keeping the set clean and composed</li></ul>",176.36,/v/vspfiles/photos/coaster dining/121291-S7T-1.jpg,N
121291-S7G,Averill 7-piece White Marble Top Dining Set Dark Grey and Coffee Bean,"<p>Seven-piece dining set creates a coordinated, tailored look with a white marble table top and fully upholstered seating. The rectangular table anchors the room with a clean apron and tapered legs, while the tall chair backs keep the arrangement structured and refined. Marble, rubberwood, and engineered wood pair with upholstered chairs for a balanced mix of polish and everyday function. It shapes an inviting setting for both casual meals and more formal gatherings.</p><p><b>Dimensions:</b> 72.25""w x 42.25""d x 30.25""h</p><ul><li>Coffee bean legs and table base add depth and strong contrast to the light top</li><li>Dark grey upholstery gives the set a grounded look with refined modern contrast</li><li>Marble and wood construction balances polished surface appeal with daily function</li><li>Rectangular table design creates a clean anchor for everyday meals and gatherings</li><li>Seven-piece dining set pairs a white marble table with dark grey side chairs</li><li>Tall chair backs and padded seats bring a tailored look with comfortable support</li></ul>",176.36,/v/vspfiles/photos/coaster dining/121291-S7G-1.jpg,N
104601-S9,Ridgewell 9-piece Rectangular Trestle Dining Set Dark Oak,"<p>Rectangular dining set fills the room with a composed, inviting presence, where the dark oak table and upholstered seating create a setting that feels both grounded and gracious. Dentil trim, turned supports, and a long stretcher lend the table architectural depth, while tufted chair backs and nailhead accents frame each place with tailored softness. Crafted from engineered wood, plywood, rubberwood, and oak veneer, this set brings warmth, balance, and an easy sense of occasion to daily dining and extended gatherings.</p><p><b>Dimensions:</b> 72-108.25""w x 44""d x 30.25""h</p><ul><li>Button tufting adds dimension and refinement across the soft fabric upholstery</li><li>Dark oak finish gives the set rich wood character and formal visual depth</li><li>Graceful wingback curves lend the room an inviting formal presence</li><li>Nailhead trim outlines the silhouette with crisp traditional definition</li><li>Nine-piece dining set brings tailored comfort and classic structure to meals</li><li>Trestle base and long stretcher create a grounded stately presence</li></ul>",238.53,/v/vspfiles/photos/coaster dining/104601-S9-1.jpg,N
