ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
193940BLK-S5E,Strouse 5-piece Dining Set Grey and Black,Dining Room Sets,Dining Table,Black / Grey,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with grey velvet chairs | Black finish adds crisp contrast and grounded depth across the full set | Biscuit-tufted chair backs bring tailored texture and a refined modern look | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Grey velvet seating gives the set soft texture and a calm tailored presence",15,193940BLK-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-E/193940BLK-S5E
193940WAL-S5E,Strouse 5-piece Dining Set Grey and Walnut,Dining Room Sets,Dining Table,Walnut/ Grey,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with grey velvet chairs | Walnut finish adds rich wood warmth and depth across the full set | Biscuit-tufted chair backs bring tailored texture and a refined modern look | Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Grey velvet seating gives the set soft texture and a calm tailored presence",15,193940WAL-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-E/193940BLK-S5E
193940NAT-S5B,Strouse 5-piece Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs | Natural oak finish adds light wood character and warmth across the full set | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Cream upholstery brings a calm tailored look to the sculptural dining set",15,193940NAT-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-B/193940BLK-S5B
193940BLK-S5B,Strouse 5-piece Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs | Black finish adds bold contrast and grounded depth across the full set | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Cream upholstery brings a calm tailored look to the sculptural dining set",15,193940BLK-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-B/193940BLK-S5B
193940WAL-S5B,Strouse 5-piece Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut / Cream,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Walnut veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs | Walnut finish adds rich wood depth and warmth across the full set | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Cream upholstery brings a calm tailored look to the sculptural dining set",15,193940WAL-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-B/193940BLK-S5B
193940NAT-S5D,Strouse 5-piece Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with cream velvet chairs | Natural oak finish adds light wood warmth to the sculptural dining profile | Biscuit-tufted chair backs bring tailored texture and a refined modern look | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Cream velvet seating softens the set with cushioned comfort and clean contrast",15,193940NAT-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-D/193940NAT-S5D
193940BLK-S5D,Strouse 5-piece Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with cream velvet chairs | Black finish adds crisp contrast and grounded depth across the full set | Biscuit-tufted chair backs bring tailored texture and a refined modern look | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Cream velvet seating softens the set with cushioned comfort and clean contrast",15,193940BLK-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-D/193940NAT-S5D
193940WAL-S5D,Strouse 5-piece Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut/ Cream,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Cream velvet seating softens the set with cushioned comfort and clean contrast | Five-piece dining set pairs a round pedestal-style table with cream velvet chairs | Walnut finish adds rich wood warmth and depth across the full set | Biscuit-tufted chair backs bring tailored texture and a refined modern look",15,193940WAL-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-D/193940NAT-S5D
193940NAT-S5A,Strouse 5-piece Dining Set Wheat and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Wheat,"Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs | Natural oak finish brings light wood character to the table and chair frames | Curved spindle backs add airy detail and a relaxed mid-century dining presence | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Wheat fabric seats soften the look while adding cushioned comfort at the table",15,193940NAT-S5A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-A/193940NAT-S5A
193940BLK-S5A,Strouse 5-piece Dining Set Wheat and Black,Dining Room Sets,Dining Table,Black / Wheat,"Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs | Black finish gives the table and chair frames a crisp and grounded presence | Curved spindle backs add airy detail and a relaxed mid-century dining presence | Wheat fabric seats soften the look while adding cushioned comfort at the table",15,193940BLK-S5A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-A/193940NAT-S5A
193940WAL-S5A,Strouse 5-piece Dining Set Wheat and Walnut,Dining Room Sets,Dining Table,Walnut / Wheat,"Five-piece dining set balances a sculptural round table with airy spindle-back seating for a calm, collected dining presence. The broad tabletop rests on a bold pedestal-style formed by open vertical panels, while the side chairs bring a gently arched crest rail and softly upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam-cushioned fabric seating. The round profile encourages easy conversation for everyday meals and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with wheat upholstered side chairs | Walnut finish adds rich wood character to the table and chair frames | Curved spindle backs add airy detail and a relaxed mid-century dining presence | Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Wheat fabric seats soften the look while adding cushioned comfort at the table",15,193940WAL-S5A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-A/193940NAT-S5A
193930NAT-S5C,Hamlyn 5-piece Round Wood Dining Set Black and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Black,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Durable wood construction and foam padding support everyday dining comfort | Brings a composed look to daily meals and casual entertaining at home | Natural oak dining set pairs a round table with tailored black chairs | Black leatherette upholstery adds crisp contrast and a polished dining presence | Natural oak finish and stretcher bases keep the profile warm and steady | Armless chair silhouettes tuck in neatly to keep the dining space open,13,193930NAT-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-C/193930WAL-S5C
193930BLK-S5C,Hamlyn 5-piece Round Wood Dining Set Black,Dining Room Sets,Dining Table,Black / Black,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with tailored black chairs | Black leatherette upholstery adds depth and a polished dining presence | Black finish and stretcher bases keep the profile crisp grounded and unified | Armless chair silhouettes tuck in neatly to keep the dining space open | Durable wood construction and foam padding support everyday dining comfort | Brings a composed look to daily meals and casual entertaining at home,12,193930BLK-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-C/193930WAL-S5C
193930WAL-S5C,Hamlyn 5-piece Round Wood Dining Set Black and Walnut,Dining Room Sets,Dining Table,Walnut / Black,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Walnut dining set pairs a round table with tailored black chairs | Black leatherette upholstery adds depth and a polished dining presence | Walnut finish and stretcher bases keep the profile warm grounded and steady | Armless chair silhouettes tuck in neatly to keep the dining space open | Durable wood construction and foam padding support everyday dining comfort | Brings a composed look to daily meals and casual entertaining at home,12,193930WAL-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-C/193930WAL-S5C
193930BLK-S5G,Hamlyn 5-piece Round Wood Dining Set Black,Dining Room Sets,Dining Table,,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with classic Windsor side chairs | High spindle backs and contoured seats give the chairs timeless casual charm | Black finish keeps the table and chair frames crisp grounded and cohesive | Angled legs and double stretchers create a balanced supportive stance | Durable wood construction handles everyday meals with reliable stability | Fits breakfast nooks kitchens and relaxed dining rooms with easy warmth,11,193930BLK-S5G-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-G/193930BLK-S5G
193930BLK-S5F,Hamlyn 5-piece Round Wood Dining Set Black,Dining Room Sets,Dining Table,Black,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with open Windsor side chairs | Curved crest rails and slender spindles give the chairs airy definition | Black finish keeps the table and chair frames crisp grounded and cohesive | Shaped wooden seats and stretchers maintain light structure with steady support | Durable wood construction handles everyday meals with reliable stability | A clean armless design suits kitchens breakfast nooks and casual dining rooms,11,193930BLK-S5F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-F/193930BLK-S5F
193930WAL-S5F,Hamlyn 5-piece Round Wood Dining Set Walnut,Dining Room Sets,Dining Table,Walnut,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Walnut dining set pairs a round table with open Windsor side chairs | Curved crest rails and slender spindles give the chairs airy definition | Walnut finish keeps the table and chair frames warm grounded and inviting | Shaped wooden seats and stretchers maintain light structure with steady support | Durable wood construction handles everyday meals with reliable stability | A clean armless design suits kitchens breakfast nooks and casual dining rooms,11,193930WAL-S5F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-F/193930BLK-S5F
193930NAT-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Works well for family meals homework hours and relaxed weekend brunches | Natural oak dining set pairs a round table with cushioned armless chairs | Cream fabric upholstery softens the look with supportive seats and backs | Natural oak finish and stretcher bases keep the profile warm and steady | Armless chair silhouettes tuck in neatly to keep the dining space open | Durable wood construction and foam padding support everyday dining comfort,13,193930NAT-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-B/193930BLK-S5B
193930BLK-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with cushioned armless chairs | Cream fabric upholstery softens the look with supportive seats and backs | Black finish and stretcher bases keep the profile crisp grounded and steady | Armless chair silhouettes tuck in neatly to keep the dining space open | Durable wood construction and foam padding support everyday dining comfort | Works well for family meals homework hours and relaxed weekend brunches,12,193930BLK-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-B/193930BLK-S5B
193930WAL-S5B,Hamlyn 5-piece Round Wood Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut / Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Walnut dining set pairs a round table with cushioned armless chairs | Cream fabric upholstery softens the look with supportive seats and backs | Walnut finish and stretcher bases keep the profile warm grounded and steady | Armless chair silhouettes tuck in neatly to keep the dining space open | Durable wood construction and foam padding support everyday dining comfort | Works well for family meals homework hours and relaxed weekend brunches,12,193930WAL-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-B/193930BLK-S5B
193930NAT-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Natural Oak,Dining Room Sets,Dining Table,Natural Oak/ Grey,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Natural oak dining set pairs a round table with biscuit-tufted chairs | Grey velvet upholstery adds soft texture and polished modern comfort | Natural oak finish keeps the table and tapered chair frames warm and inviting | Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort | Creates an inviting setting for family meals and relaxed weekend gatherings,13,193930NAT-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-E/193930NAT-S5E
193930BLK-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Black,Dining Room Sets,Dining Table,Black / Grey,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with biscuit-tufted velvet chairs | Grey velvet upholstery adds soft texture and polished modern comfort | Black finish creates crisp contrast across the table and tapered chair frames | Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort | Creates an inviting setting for family meals and relaxed weekend gatherings,12,193930BLK-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-E/193930NAT-S5E
193930WAL-S5E,Hamlyn 5-piece Round Wood Dining Set Grey and Walnut,Dining Room Sets,Dining Table,Walnut/ Grey,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Walnut dining set pairs a round table with biscuit-tufted velvet chairs | Grey velvet upholstery adds soft texture and polished modern comfort | Walnut finish keeps the table and tapered chair frames warm and inviting | Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort | Creates an inviting setting for family meals and relaxed weekend gatherings,12,193930WAL-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-E/193930NAT-S5E
193930NAT-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort | Creates an inviting setting for family meals and relaxed weekend gatherings | Natural oak dining set pairs a round table with biscuit-tufted chairs | Cream velvet upholstery adds soft texture and polished modern comfort | Natural oak finish keeps the table and tapered chair frames warm and inviting,13,193930NAT-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-D/193930NAT-S5D
193930BLK-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Black dining set pairs a round table with biscuit-tufted velvet chairs | Cream velvet upholstery adds soft texture and polished modern comfort | Black finish creates crisp contrast across the table and tapered chair frames | Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort | Creates an inviting setting for family meals and relaxed weekend gatherings,12,193930BLK-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-D/193930NAT-S5D
193930WAL-S5D,Hamlyn 5-piece Round Wood Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut/ Cream,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Creates an inviting setting for family meals and relaxed weekend gatherings | Walnut dining set pairs a round table with biscuit-tufted velvet chairs | Cream velvet upholstery adds soft texture and polished modern comfort | Walnut finish keeps the table and tapered chair frames warm and inviting | Rounded chair corners and clean lines create a refined structured profile | Durable wood construction and cushioned seats support everyday dining comfort,12,193930WAL-S5D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-D/193930NAT-S5D
193930NAT-S5A,Hamlyn 5-piece Round Wood Dining Set Wheat and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Wheat,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Durable wood construction and foam cushioning support everyday dining comfort | Balanced proportions suit breakfast nooks kitchens and relaxed family meals | Natural oak dining set pairs a round table with airy upholstered side chairs | Curved spindle backs and wheat seats bring light mid-century texture to the room | Natural oak finish keeps the table and chair frames warm clean and inviting | Armless chair profiles slide in neatly to preserve an open dining layout,13,193930NAT-S5A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-A/193930NAT-S5A
193930BLK-S5A,Hamlyn 5-piece Round Wood Dining Set Wheat and Black,Dining Room Sets,Dining Table,Black / Wheat,"This five-piece dining set creates a clean, welcoming dining arrangement with a round table and coordinated seating. Fluted pedestal base and a streamlined table profile establish a refined foundation, while the paired chairs introduce texture and tailored contrast suited to each variation. Durable wood construction supports everyday stability across the set. Designed for daily meals and relaxed gatherings, it brings warm modern character to dining rooms, breakfast nooks, and open kitchens.","47.25""w x 47.25""d x 30.25""h",89.67,coasterfurniture.com listed,Armless chair profiles slide in neatly to preserve an open dining layout | Durable wood construction and foam cushioning support everyday dining comfort | Balanced proportions suit breakfast nooks kitchens and relaxed family meals | Black dining set pairs a round table with airy upholstered side chairs | Curved spindle backs and wheat seats bring light mid-century texture to the room | Black finish keeps the table and chair frames crisp grounded and cohesive,12,193930BLK-S5A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Dining-Set-A/193930NAT-S5A
