productcode,productname,productdescription,productweight,photourl,hideproduct
202091F-S5,Carlton 5-piece Full Bedroom Set Cappuccino,"<p>Create a refined retreat with this transitional bedroom set, pairing modern simplicity with timeless craftsmanship. The bed features channel-stitched black leatherette panels framed in a warm cappuccino finish, complemented by clean-lined storage pieces with brushed silver hardware. Each component is crafted from solid wood, veneer, and engineered wood for enduring strength. Blending style and function, this coordinated suite transforms the bedroom into a space of comfort and sophistication.</p><p><b>Dimensions:</b> 57""w x 80""d x 50.5""h</p><ul><li>Five-piece bedroom set in cappuccino finish with sleek proportions</li><li>Bed includes black leatherette channel panels for tailored charm</li><li>Nightstand, dresser, and chest provide layered storage capacity</li><li>Mirror framed with matching padded leatherette accent detail</li><li>Built from rubberwood, veneer, and engineered wood for longevity</li><li>Brushed silver hardware adds crisp definition and contrast</li></ul>",66.15,/v/vspfiles/photos/coaster bedroom/202091F-S5-1.jpg,N
202091T-S4,Carlton 4-piece Twin Bedroom Set Cappuccino,"<p>Create a refined retreat with this transitional bedroom set, pairing modern simplicity with timeless craftsmanship. The bed features channel-stitched black leatherette panels framed in a warm cappuccino finish, complemented by clean-lined storage pieces with brushed silver hardware. Each component is crafted from solid wood, veneer, and engineered wood for enduring strength. Blending style and function, this coordinated suite transforms the bedroom into a space of comfort and sophistication.</p><p><b>Dimensions:</b> 42.25""w x 80""d x 50.5""h</p><ul><li>Four-piece bedroom set in cappuccino finish with transitional style</li><li>Bed includes black leatherette channel panels for cushioned appeal</li><li>Nightstand and dresser provide convenient storage for essentials</li><li>Mirror framed with coordinating finish and padded leatherette top</li><li>Engineered wood and veneer construction ensures long-term durability</li><li>Brushed silver hardware adds subtle shine and modern refinement</li></ul>",50.72,/v/vspfiles/photos/coaster bedroom/202091T-S4-1.jpg,N
202091T-S5,Carlton 5-piece Twin Bedroom Set Cappuccino,"<p>Create a refined retreat with this transitional bedroom set, pairing modern simplicity with timeless craftsmanship. The bed features channel-stitched black leatherette panels framed in a warm cappuccino finish, complemented by clean-lined storage pieces with brushed silver hardware. Each component is crafted from solid wood, veneer, and engineered wood for enduring strength. Blending style and function, this coordinated suite transforms the bedroom into a space of comfort and sophistication.</p><p><b>Dimensions:</b> 42.25""w x 80""d x 50.5""h</p><ul><li>Five-piece bedroom set in cappuccino finish with modern styling</li><li>Bed features channel-tufted black leatherette panels</li><li>Nightstand, dresser, and chest offer organized storage solutions</li><li>Mirror includes padded leatherette detail along the top</li><li>Rubberwood, veneer, and engineered wood construction provides strength</li><li>Brushed silver hardware complements the set with metallic contrast</li></ul>",50.72,/v/vspfiles/photos/coaster bedroom/202091T-S5-1.jpg,N
225041KE-S4,Kailani 4-piece Eastern King Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 85.75""w x 88""d x 52.25""h</p><ul><li>Four-piece eastern king bedroom set offers refined coastal style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",267.85,/v/vspfiles/photos/coaster bedroom/225041KE-S4-1.jpg,N
225041KE-S5,Kailani 5-piece Eastern King Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 85.75""w x 88""d x 52.25""h</p><ul><li>Five-piece eastern king bedroom set offers refined coastal style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",267.85,/v/vspfiles/photos/coaster bedroom/225041KE-S5-1.jpg,N
225041KW-S4,Kailani 4-piece California King Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 85.75""w x 92""d x 52.25""h</p><ul><li>Four-piece California king bedroom set offers refined coastal style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",260.13,/v/vspfiles/photos/coaster bedroom/225041KW-S4-1.jpg,N
225041KW-S5,Kailani 5-piece California King Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 85.75""w x 92""d x 52.25""h</p><ul><li>Five-piece California king bedroom set offers refined coastal style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",260.13,/v/vspfiles/photos/coaster bedroom/225041KW-S5-1.jpg,N
225041Q-S4,Kailani 4-piece Queen Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 73.5""w x 88""d x 52.25""h</p><ul><li>Four-piece queen bedroom set offers refined coastal bedroom style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",230.36,/v/vspfiles/photos/coaster bedroom/225041Q-S4-1.jpg,N
225041Q-S5,Kailani 5-piece Queen Bedroom Set Beige Oak,"<p>The bedroom set combines timeless elegance with modern functionality, creating a serene and sophisticated retreat. A beige oak finish pairs with resin cane detailing and antique brass hardware for understated luxury, while the upholstered wingback headboard adds a soft, inviting layer of comfort. The platform bed design eliminates the need for a foundation, and the nightstand includes USB-A and USB-C charging for everyday convenience. Crafted with quality materials, this set balances beauty, comfort, and practical storage.</p><p><b>Dimensions:</b> 73.5""w x 88""d x 52.25""h</p><ul><li>Five-piece queen bedroom set offers refined coastal bedroom style</li><li>Antique brass hardware and resin cane enhance the elegant finish</li><li>USB-A and USB-C ports in the nightstand add daily convenience</li><li>Upholstered wingback headboard adds softness and inviting comfort</li><li>Platform bed design removes the need for a separate foundation</li><li>Beige oak wood tone brings warmth and relaxed sophistication</li></ul>",230.36,/v/vspfiles/photos/coaster bedroom/225041Q-S5-1.jpg,N
223661KE-S4,Cavelle 4-piece Eastern King Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in burnished black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 79.25""w x 85""d x 50.5""h</p><ul><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Four-piece bedroom set includes bed nightstand dresser and dresser mirror</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Burnished black finish creates a bold modern bedroom presence throughout</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",81.69,/v/vspfiles/photos/coaster bedroom/223661KE-S4-1.jpg,N
223661KE-S5,Cavelle 5-piece Eastern King Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in burnished black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 79.25""w x 85""d x 50.5""h</p><ul><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Five-piece bedroom set includes bed nightstand dresser mirror and chest</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Burnished black finish creates a bold modern bedroom presence throughout</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",81.69,/v/vspfiles/photos/coaster bedroom/223661KE-S5-1.jpg,N
223661F-S4,Cavelle 4-piece Full Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 57""w x 79.75""d x 50.5""h</p><ul><li>Four-piece bedroom set includes bed nightstand dresser and dresser mirror</li><li>Black finish creates a bold modern bedroom presence throughout</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",65.78,/v/vspfiles/photos/coaster bedroom/223661F-S4-1.jpg,N
223661F-S5,Cavelle 5-piece Full Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 57""w x 79.75""d x 50.5""h</p><ul><li>Five-piece bedroom set includes bed nightstand dresser mirror and chest</li><li>Black finish creates a bold modern bedroom presence throughout</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",65.78,/v/vspfiles/photos/coaster bedroom/223661F-S5-1.jpg,N
223661T-S4,Cavelle 4-piece Twin Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 42.25""w x 79.75""d x 50.5""h</p><ul><li>Four-piece bedroom set includes bed nightstand dresser and dresser mirror</li><li>Black finish creates a bold modern bedroom presence throughout</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",55.24,/v/vspfiles/photos/coaster bedroom/223661T-S4-1.jpg,N
223661T-S5,Cavelle 5-piece Twin Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 42.25""w x 79.75""d x 50.5""h</p><ul><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li><li>Five-piece bedroom set includes bed nightstand dresser mirror and chest</li><li>Black finish creates a bold modern bedroom presence throughout</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Rounded case edges soften the overall contemporary bedroom silhouette</li></ul>",55.24,/v/vspfiles/photos/coaster bedroom/223661T-S5-1.jpg,N
223661Q-S4,Cavelle 4-piece Queen Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in burnished black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 63.5""w x 85""d x 50.5""h</p><ul><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Four-piece bedroom set includes bed nightstand dresser and dresser mirror</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Burnished black finish creates a bold modern bedroom presence throughout</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",70.8,/v/vspfiles/photos/coaster bedroom/223661Q-S4-1.jpg,N
223661Q-S5,Cavelle 5-piece Queen Bedroom Set Black,"<p>Modern bedroom set blends upholstered comfort with streamlined storage to create a cohesive bedroom environment. A tall charcoal chenille headboard framed in burnished black engineered wood anchors the space while coordinating storage pieces provide practical organization. Rounded case edges soften the silhouettes, and brass finish hardware introduces subtle contrast against the dark finish. Together the pieces deliver balanced style and functional storage for a refined modern bedroom.</p><p><b>Dimensions:</b> 63.5""w x 85""d x 50.5""h</p><ul><li>Rounded case edges soften the overall contemporary bedroom silhouette</li><li>Five-piece bedroom set includes bed nightstand dresser mirror and chest</li><li>Charcoal chenille headboard adds comfort texture and visual softness</li><li>Drawers offer convenient storage for clothing accessories and essentials</li><li>Burnished black finish creates a bold modern bedroom presence throughout</li><li>Brass finish hardware adds subtle warmth against the dark wood finish</li></ul>",70.8,/v/vspfiles/photos/coaster bedroom/223661Q-S5-1.jpg,N
215651KE-S4,Hyland 4-piece Eastern King Bedroom Set Natural,"<p>Transform your bedroom into a haven of modern elegance with this exquisite bedroom set. Inspired by contemporary Italian design, each piece in the collection features a sophisticated blend of natural wood tones and crisp white panels crafted from durable laminate veneer and engineered wood. The bed, nightstand, dresser, and mirror create a harmonious blend of style and functionality, bringing cohesive beauty and practical storage to your space while elevating the room with clean modern character.</p><p><b>Dimensions:</b> 79.5""w x 83.5""d x 51.5""h</p><ul><li>Two-drawer nightstand and six-drawer dresser provide ample everyday storage</li><li>Eastern king bedroom set pairs a lighted panel bed with coordinated storage pieces</li><li>Mirror reflects light to enhance depth and openness in the room</li><li>Natural and white two-tone finish creates a crisp modern bedroom palette</li><li>Integrated LED touch lighting adds soft ambiance at the headboard</li><li>Laminate veneer and engineered wood construction offer durable lasting quality</li></ul>",100.33,/v/vspfiles/photos/coaster bedroom/215651KE-S4-1.jpg,N
215651KE-S5,Hyland 5-piece Eastern King Bedroom Set Natural,"<p>Transform your bedroom into a haven of modern elegance with this exquisite bedroom set. Inspired by contemporary Italian design, each piece in the collection features a sophisticated blend of natural wood tones and crisp white panels crafted from durable laminate veneer and engineered wood. The bed, nightstand, dresser, and mirror create a harmonious blend of style and functionality, bringing cohesive beauty and practical storage to your space while elevating the room with clean modern character.</p><p><b>Dimensions:</b> 79.5""w x 83.5""d x 51.5""h</p><ul><li>Two-drawer nightstand and six-drawer dresser provide ample everyday storage</li><li>Eastern king bedroom set pairs a lighted panel bed with coordinated storage pieces</li><li>Mirror reflects light to enhance depth and openness in the room</li><li>Natural and white two-tone finish creates a crisp modern bedroom palette</li><li>Integrated LED touch lighting adds soft ambiance at the headboard</li><li>Laminate veneer and engineered wood construction offer durable lasting quality</li></ul>",100.33,/v/vspfiles/photos/coaster bedroom/215651KE-S5-1.jpg,N
215651Q-S4,Hyland 4-piece Queen Bedroom Set Natural,"<p>Transform your bedroom into a haven of modern elegance with this exquisite bedroom set. Inspired by contemporary Italian design, each piece in the collection features a sophisticated blend of natural wood tones and crisp white panels crafted from durable laminate veneer and engineered wood. The bed, nightstand, dresser, and mirror create a harmonious blend of style and functionality, bringing cohesive beauty and practical storage to your space while elevating the room with clean modern character.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 51.5""h</p><ul><li>Two-drawer nightstand and six-drawer dresser provide ample everyday storage</li><li>Queen bedroom set pairs a lighted panel bed with coordinated storage pieces</li><li>Mirror reflects light to enhance depth and openness in the room</li><li>Natural and white two-tone finish creates a crisp modern bedroom palette</li><li>Integrated LED touch lighting adds soft ambiance at the headboard</li><li>Laminate veneer and engineered wood construction offer durable lasting quality</li></ul>",87.1,/v/vspfiles/photos/coaster bedroom/215651Q-S4-1.jpg,N
215651Q-S5,Hyland 5-piece Queen Bedroom Set Natural,"<p>Transform your bedroom into a haven of modern elegance with this exquisite bedroom set. Inspired by contemporary Italian design, each piece in the collection features a sophisticated blend of natural wood tones and crisp white panels crafted from durable laminate veneer and engineered wood. The bed, nightstand, dresser, and mirror create a harmonious blend of style and functionality, bringing cohesive beauty and practical storage to your space while elevating the room with clean modern character.</p><p><b>Dimensions:</b> 63.5""w x 83.5""d x 51.5""h</p><ul><li>Two-drawer nightstand and six-drawer dresser provide ample everyday storage</li><li>Queen bedroom set pairs a lighted panel bed with coordinated storage pieces</li><li>Mirror reflects light to enhance depth and openness in the room</li><li>Natural and white two-tone finish creates a crisp modern bedroom palette</li><li>Integrated LED touch lighting adds soft ambiance at the headboard</li><li>Laminate veneer and engineered wood construction offer durable lasting quality</li></ul>",87.1,/v/vspfiles/photos/coaster bedroom/215651Q-S5-1.jpg,N
224271Q-S4,Amsbury 4-piece Queen Bedroom Set Nutmeg,"<p>Warm nutmeg tones and softly rounded silhouettes give this bedroom set a calm, inviting presence, while the boucle headboard adds a layer of texture and comfort. The bed anchors the room with clean lines and vertical channeling, and the coordinating storage pieces keep the look polished with matte nickel hardware and smooth function. Altogether, the set creates a serene retreat that feels modern, practical, and beautifully cohesive.</p><p><b>Dimensions:</b> 64.25""w x 86.5""d x 58.5""h</p><ul><li>Four-piece queen bedroom set features a warm nutmeg wood profile</li><li>Coordinated dresser nightstand and mirror complete the room with ease</li><li>Beige boucle headboard adds soft texture with vertical channeling</li><li>Rounded lines keep the set calm tailored and quietly modern</li><li>Designed for a queen mattress with foundation support required</li><li>Matte nickel hardware adds crisp contrast across the case pieces</li></ul>",95.25,/v/vspfiles/photos/coaster bedroom/224271Q-S4-1.jpg,N
224271Q-S5,Amsbury 5-piece Queen Bedroom Set Nutmeg,"<p>Warm nutmeg tones and softly rounded silhouettes give this bedroom set a calm, inviting presence, while the boucle headboard adds a layer of texture and comfort. The bed anchors the room with clean lines and vertical channeling, and the coordinating storage pieces keep the look polished with matte nickel hardware and smooth function. Altogether, the set creates a serene retreat that feels modern, practical, and beautifully cohesive.</p><p><b>Dimensions:</b> 64.25""w x 86.5""d x 58.5""h</p><ul><li>Five-piece queen bedroom set features a warm nutmeg wood profile</li><li>Dresser chest nightstand and mirror create complete bedroom storage</li><li>Beige boucle headboard adds soft texture with vertical channeling</li><li>Rounded lines keep the set calm tailored and quietly modern</li><li>Designed for a queen mattress with foundation support required</li><li>Matte nickel hardware adds crisp contrast across the case pieces</li></ul>",95.25,/v/vspfiles/photos/coaster bedroom/224271Q-S5-1.jpg,N
224421KE-S4,Wilkes 4-piece Eastern King Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces include a six-drawer dresser and two-drawer nightstand, offering eight total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 79.25""w x 86.5""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>Eastern king bedroom set includes bed dresser mirror and nightstand with eight drawers</li><li>Six drawer dresser and two drawer nightstand provide storage capacity</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",77.18,/v/vspfiles/photos/coaster bedroom/224421KE-S4-1.jpg,N
224421KE-S5,Wilkes 5-piece Eastern King Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces expand capacity with a six-drawer dresser, two-drawer nightstand, and four-drawer chest, offering twelve total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 79.25""w x 86.5""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>Eastern king bedroom set includes bed dresser mirror nightstand and chest with twelve drawers</li><li>Six drawer dresser two drawer nightstand and four drawer chest maximize storage</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",77.18,/v/vspfiles/photos/coaster bedroom/224421KE-S5-1.jpg,N
224421KW-S4,Wilkes 4-piece California King Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces include a six-drawer dresser and two-drawer nightstand, offering eight total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 79.25""w x 91""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>California king bedroom set includes bed dresser mirror and nightstand with eight drawers</li><li>Six drawer dresser and two drawer nightstand provide storage capacity</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",83.8,/v/vspfiles/photos/coaster bedroom/224421KW-S4-1.jpg,N
224421KW-S5,Wilkes 5-piece California King Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces expand capacity with a six-drawer dresser, two-drawer nightstand, and four-drawer chest, offering twelve total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 79.25""w x 91""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>California king bedroom set includes bed dresser mirror nightstand and chest with twelve drawers</li><li>Six drawer dresser two drawer nightstand and four drawer chest maximize storage</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",83.8,/v/vspfiles/photos/coaster bedroom/224421KW-S5-1.jpg,N
224421Q-S4,Wilkes 4-piece Queen Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces include a six-drawer dresser and two-drawer nightstand, offering eight total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 63.25""w x 86.5""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>Queen bedroom set includes bed dresser mirror and nightstand with eight drawers</li><li>Six drawer dresser and two drawer nightstand provide storage capacity</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",64.26,/v/vspfiles/photos/coaster bedroom/224421Q-S4-1.jpg,N
224421Q-S5,Wilkes 5-piece Queen Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces expand capacity with a six-drawer dresser, two-drawer nightstand, and four-drawer chest, offering twelve total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 63.25""w x 86.5""d x 50.5""h</p><ul><li>Drawers feature English dovetail joinery and center metal glides</li><li>Queen bedroom set includes bed dresser mirror nightstand and chest with twelve drawers</li><li>Six drawer dresser two drawer nightstand and four drawer chest maximize storage</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",64.26,/v/vspfiles/photos/coaster bedroom/224421Q-S5-1.jpg,N
224421T-S4,Wilkes 4-piece Twin Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces include a six-drawer dresser and two-drawer nightstand, offering eight total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 42.25""w x 80""d x 50.5""h</p><ul><li>Twin bedroom set includes bed dresser mirror and nightstand with eight drawers</li><li>Six drawer dresser and two drawer nightstand provide storage capacity</li><li>Drawers feature English dovetail joinery and center metal glides</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",49.61,/v/vspfiles/photos/coaster bedroom/224421T-S4-1.jpg,N
224421T-S5,Wilkes 5-piece Twin Bedroom Set Dark Cocoa,"<p>A modern bedroom set blends comfort and storage with a refined contemporary design. Finished in rich dark cocoa, it creates a warm and inviting atmosphere. The bed features a padded headboard and footboard with vertical channel tufting for added texture and comfort. Coordinating storage pieces expand capacity with a six-drawer dresser, two-drawer nightstand, and four-drawer chest, offering twelve total drawers with English dovetail joinery and center metal glides for smooth performance and durability.</p><p><b>Dimensions:</b> 42.25""w x 80""d x 50.5""h</p><ul><li>Twin bedroom set includes bed dresser mirror nightstand and chest with twelve drawers</li><li>Six drawer dresser two drawer nightstand and four drawer chest maximize storage</li><li>Drawers feature English dovetail joinery and center metal glides</li><li>Dark cocoa finish creates warmth and refined bedroom style</li><li>Tufted headboard and footboard add texture and padded comfort</li><li>Brushed nickel hardware adds modern contrast to each piece</li></ul>",49.61,/v/vspfiles/photos/coaster bedroom/224421T-S5-1.jpg,N
