productcode,productname,productprice,saleprice,productcategory,productweight,hideproduct,freeshippingitem,productdescription,productiondescription,techspecs,productkeywords,metatag_description,metatag_keywords,metatag_title
SS-DR200RC,Faux Wood Cocktail Table,520,,195,110,Y,N,Faux Wood Cocktail Table by Steve Silver. Dimensions: 36 inW x 36 inD x 18 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables.,Faux Wood Cocktail Table by Steve Silver. Dimensions: 36 inW x 36 inD x 18 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables.,"• 36 inW x 36 inD x 18 inH
• Constructed of faux wood paper veneer
• hardwood solids and engineered woods
• Plastic glides help prevent scratches to floors
• Round cylindrical shape with geometric lines add weight and scale to a room with a
• 3A packaging ensures damage free parcel",Faux Wood Cocktail Table; Steve Silver; Occasional; Casual Occasional,Shop Faux Wood Cocktail Table by Steve Silver.,,Faux Wood Cocktail Table
SS-DR200RE,Faux Wood End Table,310,,195,60,Y,N,Faux Wood End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables.,Faux Wood End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of faux wood paper veneer; hardwood solids and engineered woods; Plastic glides help prevent scratches to floors; Round cylindrical shape with geometric lines add weight and scale to a room with a; 3A packaging ensures damage free parcel; Black wood frame adds a neutral component to the tables.,"• 24 inW x 24 inD x 24 inH
• Constructed of faux wood paper veneer
• hardwood solids and engineered woods
• Plastic glides help prevent scratches to floors
• Round cylindrical shape with geometric lines add weight and scale to a room with a
• 3A packaging ensures damage free parcel",Faux Wood End Table; Steve Silver; Occasional; Casual Occasional,Shop Faux Wood End Table by Steve Silver.,,Faux Wood End Table
SS-DY200E,Casual Occasional End Table,310,,195,60,Y,N,Casual Occasional End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,Casual Occasional End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,"• 22 inW x 22 inD x 24 inH
• Tables are constructed of hardwood solids and mindi veneers in an ebony finish
• Collection features rustic styling with plank-effect tops and beefy legs
• Coffee Table is castered with four independent wheels for easy movement away
• Thick tops and large scale give tables a very substantial feel
• The wood is hand-stained in a natural multi-step black finish to highlight the",Casual Occasional End Table; Steve Silver; Occasional; Casual Occasional,Shop Casual Occasional End Table by Steve Silver.,,Casual Occasional End Table
SS-DY200ER,Casual Occasional Round End Table,310,,195,60,Y,N,Casual Occasional Round End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,Casual Occasional Round End Table by Steve Silver. Dimensions: 22 inW x 22 inD x 24 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,"• 22 inW x 22 inD x 24 inH
• Tables are constructed of hardwood solids and mindi veneers in an ebony finish
• Collection features rustic styling with plank-effect tops and beefy legs
• Coffee Table is castered with four independent wheels for easy movement away
• Thick tops and large scale give tables a very substantial feel
• The wood is hand-stained in a natural multi-step black finish to highlight the",Casual Occasional Round End Table; Steve Silver; Occasional; Casual Occasional,Shop Casual Occasional Round End Table by Steve Silver.,,Casual Occasional Round End Table
SS-DY200S,Casual Occasional Sofa Table,1470,,195,250,Y,N,Casual Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,Casual Occasional Sofa Table by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Tables are constructed of hardwood solids and mindi veneers in an ebony finish; Collection features rustic styling with plank-effect tops and beefy legs.; Coffee Table is castered with four independent wheels for easy movement away; Thick tops and large scale give tables a very substantial feel; The wood is hand-stained in a natural multi-step black finish to highlight the.,"• 48 inW x 18 inD x 30 inH
• Tables are constructed of hardwood solids and mindi veneers in an ebony finish
• Collection features rustic styling with plank-effect tops and beefy legs
• Coffee Table is castered with four independent wheels for easy movement away
• Thick tops and large scale give tables a very substantial feel
• The wood is hand-stained in a natural multi-step black finish to highlight the",Casual Occasional Sofa Table; Steve Silver; Occasional; Casual Occasional,Shop Casual Occasional Sofa Table by Steve Silver.,,Casual Occasional Sofa Table
SS-EVA100C,Modern Occasional Cocktail Table w/ Casters,520,,195,110,Y,N,Modern Occasional Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x.,Modern Occasional Cocktail Table w/ Casters by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x.,"• 48 inW x 28 inD x 19 inH
• Crafted from Oak veneers
• Asian hardwoods
• and engineered woods with a kiln-dried finish for durability
• Features felt-lined drawers
• ball-bearing metal side drawer glides",Modern Occasional Cocktail Table w/ Casters; Steve Silver; Occasional; Kidâ€™s Furniture,Shop Modern Occasional Cocktail Table w/ Casters by Steve Silver.,,Modern Occasional Cocktail Table w/ Casters
SS-EVA100TV,64 Intv Console,860,,195,180,Y,N,64 Intv Console by Steve Silver. Dimensions: 64 inW x 18 inD x 28 inH Features: Expertly crafted of Oak veneers; solid Asian hardwoods and engineered woods; 64 in length TV cabinet fits televisions up to 70 inches; Kiln-dried wood helps prevent warping; splitting and cracking; Four sleek; felt-lined drawers with metal ball-bearing side glides ensure smooth operation; offering; A wire escape back ensures organized cable management and a clutter-free appearance; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step walnut color finish with wire brushing.,64 Intv Console by Steve Silver. Dimensions: 64 inW x 18 inD x 28 inH Features: Expertly crafted of Oak veneers; solid Asian hardwoods and engineered woods; 64 in length TV cabinet fits televisions up to 70 inches; Kiln-dried wood helps prevent warping; splitting and cracking; Four sleek; felt-lined drawers with metal ball-bearing side glides ensure smooth operation; offering; A wire escape back ensures organized cable management and a clutter-free appearance; Plastic glides keep the table from scratching floor; The wood is hand-stained in a natural multi-step walnut color finish with wire brushing.,"• 64 inW x 18 inD x 28 inH
• Expertly crafted of Oak veneers
• solid Asian hardwoods and engineered woods
• 64 in length TV cabinet fits televisions up to 70 inches
• Kiln-dried wood helps prevent warping
• splitting and cracking",64 Intv Console; Steve Silver; Occasional; TV Stands,Shop 64 Intv Console by Steve Silver.,,64 Intv Console
SS-EVA10E,Modern Occasional End Table,310,,195,60,Y,N,Modern Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x.,Modern Occasional End Table by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Crafted from Oak veneers; Asian hardwoods; and engineered woods with a kiln-dried finish for durability.; Features felt-lined drawers; ball-bearing metal side drawer glides; and open shelves for storage and; The Coffee Tableâ€™s four casters allow you to effortlessly move the table out of the way of reclining upholstery; Part of the Evan Collection; with matching dining furniture and a TV stand for a cohesive look.; The wood is hand-stained in a natural multi-step walnut color finish x.,"• 24 inW x 24 inD x 24 inH
• Crafted from Oak veneers
• Asian hardwoods
• and engineered woods with a kiln-dried finish for durability
• Features felt-lined drawers
• ball-bearing metal side drawer glides",Modern Occasional End Table; Steve Silver; Occasional; Kidâ€™s Furniture,Shop Modern Occasional End Table by Steve Silver.,,Modern Occasional End Table
SS-EVA500NC,Evan Curio,950,,217,190,Y,N,Evan Curio by Steve Silver. Dimensions: 45 inW x 20 inD x 83 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,Evan Curio by Steve Silver. Dimensions: 45 inW x 20 inD x 83 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,"• 45 inW x 20 inD x 83 inH
• Crafted from oak veneers with acacia
• mango and Asian hardwood solids and
• minimalist lines with a sophisticated finish and two chair options
• Cushioned seats feature 1.8 density
• high-resiliency foam and 5 in seat",Evan Curio; Steve Silver; Dining; Modern Dining,Shop Evan Curio by Steve Silver.,,Evan Curio
SS-EVA500NSV,Gabby Server,1120,,217,230,Y,N,Gabby Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,Gabby Server by Steve Silver. Dimensions: 60 inW x 20 inD x 32 inH Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,"• 60 inW x 20 inD x 32 inH
• Crafted from oak veneers with acacia
• mango and Asian hardwood solids and
• minimalist lines with a sophisticated finish and two chair options
• Cushioned seats feature 1.8 density
• high-resiliency foam and 5 in seat",Gabby Server; Steve Silver; Dining; Modern Dining,Shop Gabby Server by Steve Silver.,,Gabby Server
SS-EVA500NT,Evan Dining Set w/ Chairs,1740,,215,350,Y,N,Evan Dining Table w/ Leaf by Steve Silver. Dimensions: 78-96 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,Evan Dining Table w/ Leaf by Steve Silver. Dimensions: 78-96 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image. Features: Crafted from oak veneers with acacia; mango and Asian hardwood solids and; Clean; minimalist lines with a sophisticated finish and two chair options; Cushioned seats feature 1.8 density; high-resiliency foam and 5 in seat; Locking table leaf expands table from 78 to 96 inches for additional seating of; The wood is hand-stained in a natural multi-step walnut color finish.,"• 78-96 inL x 40 inD x 30 inH Includes the dining table and matching chairs shown in the catalog image
• Crafted from oak veneers with acacia
• mango and Asian hardwood solids and
• minimalist lines with a sophisticated finish and two chair options
• Cushioned seats feature 1.8 density
• high-resiliency foam and 5 in seat",Evan Dining Set w/ Chairs; Steve Silver; Dining Set; Dining,Shop Evan Dining Set w/ Chairs by Steve Silver.,,Evan Dining Set w/ Chairs
SS-FRE300KNT,Nesting Cocktail Table w/ Casters,520,,195,110,Y,N,Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple.,Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple.,"• TABLE: 36 inW x 18 inD x 17 inH
• Crafted from oak veneers
• engineered woods
• and durable 100% polyester fabric
• Kiln-dried
• hand-stained construction with a multi-step sand finish highlighting natural grain and",Nesting Cocktail Table w/ Casters; Steve Silver; Occasional; Mixed Media Occasional,Shop Nesting Cocktail Table w/ Casters by Steve Silver.,,Nesting Cocktail Table w/ Casters
SS-FRE300NNT,Nesting Cocktail Table w/ Casters,520,,195,110,Y,N,Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple.,Nesting Cocktail Table w/ Casters by Steve Silver. Dimensions: TABLE: 36 inW x 18 inD x 17 inH Features: Crafted from oak veneers; engineered woods; foam; and durable 100% polyester fabric; Kiln-dried; hand-stained construction with a multi-step sand finish highlighting natural grain and; Nesting coffee table includes a channeled cushion ottoman with casters for easy mobility and; High-resiliency; fire-resistant foam cushioning provides lasting comfort and shape retention; Upholstered in easy-care 100% polyester boucle fabric with a 275 lb. weight capacity and simple.,"• TABLE: 36 inW x 18 inD x 17 inH
• Crafted from oak veneers
• engineered woods
• and durable 100% polyester fabric
• Kiln-dried
• hand-stained construction with a multi-step sand finish highlighting natural grain and",Nesting Cocktail Table w/ Casters; Steve Silver; Occasional; Mixed Media Occasional,Shop Nesting Cocktail Table w/ Casters by Steve Silver.,,Nesting Cocktail Table w/ Casters
SS-FTZ100C,Casual Occasional Cocktail Table,520,,195,110,Y,N,Casual Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent.,Casual Occasional Cocktail Table by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent.,"• 48 inW x 28 inD x 19 inH
• Crafted of oak veneers
• solid Asian hardwoods and engineered hardwoods
• Styling details include cathedral arch architectural elements that add dimension to the clean
• Three arches on the coffee table add bountiful storage or display area
• 350 lb. weight capacity on the coffee table and 175 lbs. on the end table",Casual Occasional Cocktail Table; Steve Silver; Occasional; Casual Occasional,Shop Casual Occasional Cocktail Table by Steve Silver.,,Casual Occasional Cocktail Table
SS-FTZ100E,Casual Occasional End Table,310,,195,60,Y,N,Casual Occasional End Table by Steve Silver. Dimensions: 18 inW x 18 inD x 22 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent.,Casual Occasional End Table by Steve Silver. Dimensions: 18 inW x 18 inD x 22 inH Features: Crafted of oak veneers; solid Asian hardwoods and engineered hardwoods; Styling details include cathedral arch architectural elements that add dimension to the clean; simple; Three arches on the coffee table add bountiful storage or display area; 350 lb. weight capacity on the coffee table and 175 lbs. on the end table; Plastic glides help prevent scratches or mars to floors; The wood is hand-stained in a multi-step; wire-brushed black finish for a sophisticated neutral accent.,"• 18 inW x 18 inD x 22 inH
• Crafted of oak veneers
• solid Asian hardwoods and engineered hardwoods
• Styling details include cathedral arch architectural elements that add dimension to the clean
• Three arches on the coffee table add bountiful storage or display area
• 350 lb. weight capacity on the coffee table and 175 lbs. on the end table",Casual Occasional End Table; Steve Silver; Occasional; Casual Occasional,Shop Casual Occasional End Table by Steve Silver.,,Casual Occasional End Table
SS-GA100C,Modern Occasional Glass Top Table w/ Casters Finish,600,,195,130,Y,N,Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,"• 48 inW x 28 inD x 19 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top Coffee Table w/ Casters Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top Table w/ Casters Finish by Steve Silver.,,Modern Occasional Glass Top Table w/ Casters Finish
SS-GA100E,Modern Occasional Glass Top End Table Finish,400,,195,80,Y,N,Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,"• 24 inW x 24 inD x 24 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top End Table Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top End Table Finish by Steve Silver.,,Modern Occasional Glass Top End Table Finish
SS-GA100S,Modern Occasional Glass Top Sofa Table Finish,1550,,195,270,Y,N,Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step caramel finish finish to highlight the natural grain.,"• 48 inW x 18 inD x 30 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top Sofa Table Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top Sofa Table Finish by Steve Silver.,,Modern Occasional Glass Top Sofa Table Finish
SS-GA100TC,Modern Occasional Glass Top Table w/ Casters Finish,600,,195,130,Y,N,Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,Modern Occasional Glass Top Coffee Table w/ Casters Finish by Steve Silver. Dimensions: 48 inW x 28 inD x 19 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,"• 48 inW x 28 inD x 19 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top Coffee Table w/ Casters Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top Table w/ Casters Finish by Steve Silver.,,Modern Occasional Glass Top Table w/ Casters Finish
SS-GA100TE,Modern Occasional Glass Top End Table Finish,400,,195,80,Y,N,Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,Modern Occasional Glass Top End Table Finish by Steve Silver. Dimensions: 24 inW x 24 inD x 24 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,"• 24 inW x 24 inD x 24 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top End Table Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top End Table Finish by Steve Silver.,,Modern Occasional Glass Top End Table Finish
SS-GA100TS,Modern Occasional Glass Top Sofa Table Finish,1550,,195,270,Y,N,Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,Modern Occasional Glass Top Sofa Table Finish by Steve Silver. Dimensions: 48 inW x 18 inD x 30 inH Features: Constructed of solid Asian hardwoods; Acacia veneers; and engineered wood; Styling details include saw rasping distressing combined with an elegant glass top and satin brass; Kiln-dried wood helps prevent warping; splitting; cracking and developing mildew.; Coffee Table is castered for easy movement. The End and Sofa Table also have adjustable levelers to; The wood is hand-stained in a natural multi-step blonde finish finish to highlight the natural grain.,"• 48 inW x 18 inD x 30 inH
• Constructed of solid Asian hardwoods
• Acacia veneers
• and engineered wood
• Styling details include saw rasping distressing combined with an elegant glass top and satin brass
• Kiln-dried wood helps prevent warping",Modern Occasional Glass Top Sofa Table Finish; Steve Silver; Occasional; Modern Occasional,Shop Modern Occasional Glass Top Sofa Table Finish by Steve Silver.,,Modern Occasional Glass Top Sofa Table Finish
SS-GA500C,Garland Curio,650,,217,190,Y,N,Garland Curio by Steve Silver. Dimensions: 35 inW x 17 inD x 70 inH Features: Crafted of oak and acacia veneers; solid Asian hardwoods; Acacia veneers; and engineered; Styling details include weighty table top with modern trestle base; oatmeal colored chairs with; Storage base and open shelf offer display or storage for dining room essentials; The 60 inch table expands to 80 inches with the addition of included 20-inch leaf to seat up to 10; 36 in table height is comfortable for working or dining; The wood is hand-stained in a natural multi-step caramel finish.,Garland Curio by Steve Silver. Dimensions: 35 inW x 17 inD x 70 inH Features: Crafted of oak and acacia veneers; solid Asian hardwoods; Acacia veneers; and engineered; Styling details include weighty table top with modern trestle base; oatmeal colored chairs with; Storage base and open shelf offer display or storage for dining room essentials; The 60 inch table expands to 80 inches with the addition of included 20-inch leaf to seat up to 10; 36 in table height is comfortable for working or dining; The wood is hand-stained in a natural multi-step caramel finish.,"• 35 inW x 17 inD x 70 inH
• Crafted of oak and acacia veneers
• solid Asian hardwoods
• Acacia veneers
• and engineered
• Styling details include weighty table top with modern trestle base",Garland Curio; Steve Silver; Dining; Modern Dining,Shop Garland Curio by Steve Silver.,,Garland Curio
